order_no,item_name,order_time
007D23020100008718,KOPI ,2/1/2023 9:29
007D23020100008719,KOPI ,2/1/2023 9:50
007D23020100008719,Coffe choco orange ,2/1/2023 9:50
007D23020100008720,KOPI ,2/1/2023 11:00
007D23020100008721,KOPI ,2/1/2023 13:40
007D23020100008722,KOPI ,2/1/2023 15:09
007D23020100008722,PISANG GORENG CRISPY ,2/1/2023 15:09
007D23020100008722,SINGKONG KEJU ,2/1/2023 15:09
007D23020100008723,62 ( noms snack 2000 ),2/1/2023 16:57
007D23020100008724,Aroma Mile 16,2/1/2023 17:03
007D23020100008724,KOPI ,2/1/2023 17:03
007D23020100008725,KOPI ,2/1/2023 17:22
007D23020100008725,KOPI ,2/1/2023 17:22
007D23020100008725,JERUK ,2/1/2023 17:22
007D23020100008725,KENTANG ,2/1/2023 17:22
007D23020100008725,Chocolate Malt ,2/1/2023 17:22
007D23020100008725,PANGSIT GORENG ,2/1/2023 17:22
007D23020100008725,SINGKONG KEJU ,2/1/2023 17:22
007D23020100008726,Bintang Pilsener Original ,2/1/2023 17:27
007D23020100008726,MILKSHAKE ,2/1/2023 17:27
007D23020100008726,SINGKONG KEJU ,2/1/2023 17:27
007D23020100008726,KOPI ,2/1/2023 17:27
007D23020100008728,KOPI ,2/1/2023 17:44
007D23020100008729,KOPI ,2/1/2023 17:45
007D23020100008730,KOPI ,2/1/2023 17:46
007D23020100008730,MILKSHAKE ,2/1/2023 17:46
007D23020100008731,KOPI ,2/1/2023 17:49
007D23020100008731,SINGKONG KEJU ,2/1/2023 17:49
007D23020100008732,KOPI ,2/1/2023 17:50
007D23020100008733,MILKSHAKE ,2/1/2023 17:51
007D23020100008734,KOPI ,2/1/2023 17:52
007D23020100008735,Lychee Tea ,2/1/2023 17:56
007D23020100008736,KOPI ,2/1/2023 18:06
007D23020100008737,KOPI COKLAT (tanpa ampas) ,2/1/2023 18:08
007D23020100008738,KOPI ,2/1/2023 18:22
007D23020100008739,KOPI ,2/1/2023 18:45
007D23020100008740,KOPI ,2/1/2023 18:55
007D23020100008740,DANCOW PUTIH ,2/1/2023 18:55
007D23020100008741,KOPI ,2/1/2023 18:59
007D23020100008741,KENTANG ,2/1/2023 18:59
007D23020100008741,CIRENG ,2/1/2023 18:59
007D23020100008742,KOPI REMPAH ,2/1/2023 19:02
007D23020100008742,TAHU ,2/1/2023 19:02
007D23020100008743,TAHU ,2/1/2023 19:16
007D23020100008744,KOPI ,2/1/2023 19:31
007D23020100008744,KENTANG ,2/1/2023 19:31
007D23020100008744,CIRENG ,2/1/2023 19:31
007D23020100008745,Lychee Tea ,2/1/2023 19:33
007D23020100008745,ROTI BAKAR ,2/1/2023 19:33
007D23020100008746,KOPI ,2/1/2023 19:55
007D23020100008746,TEH ,2/1/2023 19:55
007D23020100008746,NASI GORENG ,2/1/2023 19:55
007D23020100008746,Ready Eat ,2/1/2023 19:55
007D23020100008746,SOSIS BAKAR ,2/1/2023 19:55
007D23020100008747,KOPI ,2/1/2023 20:18
007D23020100008748,NASI GORENG ,2/1/2023 20:45
007D23020100008748,JERUK ,2/1/2023 20:45
007D23020100008748,PANGSIT GORENG ,2/1/2023 20:45
007D23020100008749,KOPI ,2/1/2023 20:49
007D23020100008750,Ice Cream Mix,2/1/2023 20:50
007D23020100008751,COFFE BEER RTD ,2/1/2023 20:55
007D23020100008752,Bintang Redler Lemon ,2/1/2023 21:04
007D23020100008752,TEH ,2/1/2023 21:04
007D23020100008752,SUSU COKLAT ,2/1/2023 21:04
007D23020100008753,KOPI ,2/1/2023 21:26
007D23020100008753,MILKSHAKE ,2/1/2023 21:26
007D23020100008754,Bolu kukus,2/1/2023 21:31
007D23020100008755,PISANG GORENG CRISPY ,2/1/2023 21:42
007D23020100008757,Bolu kukus,2/1/2023 23:13
007D23020100008758,KOPI ,2/1/2023 23:16
007D23020100008759,KOPI ,2/1/2023 23:16
007D23020100008760,KOPI ,2/1/2023 23:18
007D23020100008760,KOPI ,2/1/2023 23:18
007D23020100008761,MILKSHAKE ,2/1/2023 23:24
007D23020100008761,KOPI ,2/1/2023 23:24
007D23020100008761,PISANG GORENG CRISPY ,2/1/2023 23:24
007D23020100008762,KOPI ,2/1/2023 23:27
007D23020100008763,17 ( cup ice ),2/1/2023 23:49
007D23020200008764,New Thai Tea ,2/2/2023 0:33
007D23020200008764,Milk Tea ,2/2/2023 0:33
007D23020200008764,TAHU ,2/2/2023 0:33
007D23020200008764,KENTANG ,2/2/2023 0:33
007D23020200008764,NUGGET ,2/2/2023 0:33
007D23020200008764,Bolu kukus,2/2/2023 0:33
007D23020200008765,KOPI ,2/2/2023 0:35
007D23020200008765,KENTANG ,2/2/2023 0:35
007D23020200008766,SODA GEMBIRA ,2/2/2023 1:17
007D23020200008766,TEH ,2/2/2023 1:17
007D23020200008766,CIRENG ,2/2/2023 1:17
007D23020200008767,New Red Velvet ,2/2/2023 4:01
007D23020200008767,Royal Chocolate ,2/2/2023 4:01
007D23020200008768,KOPI ,2/2/2023 7:10
007D23020200008769,KOPI ,2/2/2023 8:21
007D23020200008770,KOPI ,2/2/2023 8:55
007D23020200008771,Milkshake Red Velvet ,2/2/2023 9:53
007D23020200008771,KOPI ,2/2/2023 9:53
007D23020200008771,TEH ,2/2/2023 9:53
007D23020200008772,AROMA BOLD 12,2/2/2023 10:38
007D23020200008773,KOPI ,2/2/2023 11:30
007D23020200008774,KOPI ,2/2/2023 11:44
007D23020200008775,KOPI ,2/2/2023 11:55
007D23020200008775,KENTANG ,2/2/2023 11:55
007D23020200008776,KOPI HITAM ,2/2/2023 12:40
007D23020200008777,KOPI HITAM ,2/2/2023 12:56
007D23020200008777,KOPI ,2/2/2023 12:56
007D23020200008778,SODA GEMBIRA ,2/2/2023 13:10
007D23020200008778,SUSU COKLAT ,2/2/2023 13:10
007D23020200008779,CHIKI POTATO,2/2/2023 13:27
007D23020200008779,KOPI HITAM ,2/2/2023 13:27
007D23020200008780,JOSUA ,2/2/2023 13:31
007D23020200008780,SODA GEMBIRA ,2/2/2023 13:31
007D23020200008781,KOPI ,2/2/2023 14:04
007D23020200008781,MILKSHAKE ,2/2/2023 14:04
007D23020200008781,CIRENG ,2/2/2023 14:04
007D23020200008781,SOSIS BAKAR ,2/2/2023 14:04
007D23020200008782,PISANG GORENG CRISPY ,2/2/2023 14:24
007D23020200008782,TEH ,2/2/2023 14:24
007D23020200008783,TAHU ,2/2/2023 14:30
007D23020200008783,KENTANG ,2/2/2023 14:30
007D23020200008784,KOPI ,2/2/2023 16:40
007D23020200008784,KOPI ,2/2/2023 16:40
007D23020200008785,Ready Eat ,2/2/2023 17:40
007D23020200008785,Ready Eat ,2/2/2023 17:40
007D23020200008785,TEH ,2/2/2023 17:40
007D23020200008786,MILKSHAKE ,2/2/2023 19:30
007D23020200008786,Milkshake Greentea ,2/2/2023 19:30
007D23020200008786,Coffee Hazelnut ,2/2/2023 19:30
007D23020200008786,SINGKONG KEJU ,2/2/2023 19:30
007D23020200008787,KOPI ,2/2/2023 20:05
007D23020200008787,Milkshake Red Velvet ,2/2/2023 20:05
007D23020200008788,KOPI ,2/2/2023 20:26
007D23020200008788,KENTANG ,2/2/2023 20:26
007D23020200008789,Coffee Hazelnut ,2/2/2023 20:33
007D23020200008789,MIX MAX EXOTIC BLUE,2/2/2023 20:33
007D23020200008789,MIX MAX ANGGUR MERAH,2/2/2023 20:33
007D23020200008790,CLASS MILD 12,2/2/2023 21:12
007D23020200008791,COFFE BEER RTD ,2/2/2023 21:19
007D23020200008791,MIX MAX EXOTIC BLUE,2/2/2023 21:19
007D23020200008792,TEH ,2/2/2023 21:57
007D23020200008792,MIX MAX EXOTIC BLUE,2/2/2023 21:57
007D23020200008793,KOPI ,2/2/2023 21:59
007D23020200008793,MIX MAX EXOTIC BLUE,2/2/2023 21:59
007D23020200008794,KOPI ,2/2/2023 21:59
007D23020200008795,KOPI ,2/2/2023 22:01
007D23020200008795,KOPI ,2/2/2023 22:01
007D23020200008795,SUSU COKLAT ,2/2/2023 22:01
007D23020200008796,Bintang Redler Lemon ,2/2/2023 22:02
007D23020200008796,MIX MAX ANGGUR MERAH,2/2/2023 22:02
007D23020200008797,MIX MAX ANGGUR MERAH,2/2/2023 22:28
007D23020200008798,Aroma Mile 16,2/2/2023 23:34
007D23020300008799,KOPI ,2/3/2023 3:55
007D23020300008800,CLASS MILD 12,2/3/2023 3:57
007D23020300008801,NASI GORENG ,2/3/2023 7:43
007D23020300008801,KOPI ,2/3/2023 7:43
007D23020300008802,KOPI ,2/3/2023 8:49
007D23020300008804,KOPI ,2/3/2023 10:37
007D23020300008805,KOPI ,2/3/2023 11:17
007D23020300008806,KOPI ,2/3/2023 11:24
007D23020300008807,KOPI COKLAT (tanpa ampas) ,2/3/2023 11:32
007D23020300008808,MIE AYAM POLOS ,2/3/2023 11:40
007D23020300008809,JERUK ,2/3/2023 11:53
007D23020300008809,KOPI ,2/3/2023 11:53
007D23020300008809,PISANG GORENG CRISPY ,2/3/2023 11:53
007D23020300008809,KENTANG ,2/3/2023 11:53
007D23020300008809,ICI OCHA ,2/3/2023 11:53
007D23020300008810,TEH ,2/3/2023 13:47
007D23020300008811,JAHE ,2/3/2023 15:13
007D23020300008811,PISANG GORENG CRISPY ,2/3/2023 15:13
007D23020300008812,KOPI ,2/3/2023 15:39
007D23020300008812,KOPI ,2/3/2023 15:39
007D23020300008813,KOPI ,2/3/2023 16:04
007D23020300008814,DANCOW COKLAT ,2/3/2023 16:05
007D23020300008815,KOPI ,2/3/2023 16:18
007D23020300008815,MIYAGO PANGSIT MIX ,2/3/2023 16:18
007D23020300008815,KOPI ,2/3/2023 16:18
007D23020300008815,MIE AYAM POLOS ,2/3/2023 16:18
007D23020300008815,KOPI ,2/3/2023 16:18
007D23020300008816,KOPI ,2/3/2023 16:41
007D23020300008817,MIE AYAM KOMPLIT PANGSIT GORENG ,2/3/2023 17:05
007D23020300008817,MIYAGO KOMPLIT PANGSIT GORENG ,2/3/2023 17:05
007D23020300008818,KOPI ,2/3/2023 18:28
007D23020300008819,MILKSHAKE ,2/3/2023 18:30
007D23020300008819,KENTANG ,2/3/2023 18:30
007D23020300008821,TAHU ,2/3/2023 18:38
007D23020300008821,CIRENG ,2/3/2023 18:38
007D23020300008822,KOPI ,2/3/2023 18:41
007D23020300008822,Milkshake Greentea ,2/3/2023 18:41
007D23020300008822,KOPI ,2/3/2023 18:41
007D23020300008823,KOPI ,2/3/2023 18:43
007D23020300008824,COFFE BEER RTD ,2/3/2023 18:47
007D23020300008824,KOPI ,2/3/2023 18:47
007D23020300008824,KOPI ,2/3/2023 18:47
007D23020300008824,KOPI ,2/3/2023 18:47
007D23020300008827,KOPI ,2/3/2023 19:04
007D23020300008827,KOPI ,2/3/2023 19:04
007D23020300008828,MILKSHAKE ,2/3/2023 19:05
007D23020300008829,KOPI ,2/3/2023 19:08
007D23020300008829,SODA GEMBIRA ,2/3/2023 19:08
007D23020300008829,CIRENG ,2/3/2023 19:08
007D23020300008829,KENTANG ,2/3/2023 19:08
007D23020300008830,KOPI ,2/3/2023 20:12
007D23020300008830,Milkshake Red Velvet ,2/3/2023 20:12
007D23020300008831,KOPI ,2/3/2023 20:25
007D23020300008831,KOPI ,2/3/2023 20:25
007D23020300008831,SINGKONG KEJU ,2/3/2023 20:25
007D23020300008831,PISANG GORENG CRISPY ,2/3/2023 20:25
007D23020300008833,KOPI ,2/3/2023 20:41
007D23020300008833,KOPI ,2/3/2023 20:41
007D23020300008833,Milkshake Red Velvet ,2/3/2023 20:41
007D23020300008834,KOPI ,2/3/2023 21:02
007D23020300008835,KOPI ,2/3/2023 21:14
007D23020300008835,Ready Eat ,2/3/2023 21:14
007D23020300008835,Ready Eat ,2/3/2023 21:14
007D23020300008835,TEH ,2/3/2023 21:14
007D23020300008835,ICI OCHA ,2/3/2023 21:14
007D23020300008836,KOPI ,2/3/2023 21:24
007D23020300008837,COFFE BEER RTD ,2/3/2023 21:25
007D23020300008838,KOPI ,2/3/2023 21:26
007D23020300008839,JAHE ,2/3/2023 21:37
007D23020300008840,KOPI ,2/3/2023 21:54
007D23020300008840,KENTANG ,2/3/2023 21:54
007D23020300008841,KOPI ,2/3/2023 21:58
007D23020300008841,KENTANG ,2/3/2023 21:58
007D23020300008842,KOPI ,2/3/2023 22:29
007D23020300008842,New Thai Tea ,2/3/2023 22:29
007D23020300008842,Milkshake Red Velvet ,2/3/2023 22:29
007D23020300008843,62 ( noms snack 2000 ),2/3/2023 22:30
007D23020300008844,Royal Chocolate ,2/3/2023 22:34
007D23020300008844,MILKSHAKE ,2/3/2023 22:34
007D23020300008844,Milkshake Greentea ,2/3/2023 22:34
007D23020300008844,KENTANG ,2/3/2023 22:34
007D23020300008844,Taro ,2/3/2023 22:34
007D23020300008845,Cappucino Latte ,2/3/2023 22:38
007D23020300008845,MIE AYAM PANGSIT GORENG ,2/3/2023 22:38
007D23020300008845,KOPI ,2/3/2023 22:38
007D23020300008845,TEH ,2/3/2023 22:38
007D23020300008845,CIRENG ,2/3/2023 22:38
007D23020300008847,MIYAGO POLOS ,2/3/2023 23:08
007D23020300008848,KOPI ,2/3/2023 23:45
007D23020300008848,TEH ,2/3/2023 23:45
007D23020300008848,TAHU ,2/3/2023 23:45
007D23020400008849,KOPI ,2/4/2023 0:04
007D23020400008849,KOPI ,2/4/2023 0:04
007D23020400008850,JAHE ,2/4/2023 0:33
007D23020400008850,KOPI ,2/4/2023 0:33
007D23020400008850,CIRENG ,2/4/2023 0:33
007D23020400008851,TEH ,2/4/2023 0:39
007D23020400008851,Milkshake Red Velvet ,2/4/2023 0:39
007D23020400008851,Ready Eat ,2/4/2023 0:39
007D23020400008851,Ready Eat ,2/4/2023 0:39
007D23020400008852,KOPI ,2/4/2023 3:59
007D23020400008852,KENTANG ,2/4/2023 3:59
007D23020400008853,KOPI ,2/4/2023 7:33
007D23020400008854,KOPI ,2/4/2023 9:00
007D23020400008855,KOPI ,2/4/2023 9:29
007D23020400008856,KOPI ,2/4/2023 10:50
007D23020400008856,Milkshake Red Velvet ,2/4/2023 10:50
007D23020400008857,MIE AYAM BAKSO SAPI ,2/4/2023 12:50
007D23020400008857,TAHU ,2/4/2023 12:50
007D23020400008857,PISANG GORENG CRISPY ,2/4/2023 12:50
007D23020400008857,KOPI ,2/4/2023 12:50
007D23020400008857,KOPI ,2/4/2023 12:50
007D23020400008857,KOPI ,2/4/2023 12:50
007D23020400008858,TEH ,2/4/2023 12:55
007D23020400008858,KOPI ,2/4/2023 12:55
007D23020400008858,ROTI BAKAR ,2/4/2023 12:55
007D23020400008858,MILKSHAKE ,2/4/2023 12:55
007D23020400008858,KENTANG ,2/4/2023 12:55
007D23020400008859,Royal Chocolate ,2/4/2023 14:58
007D23020400008859,KOPI ,2/4/2023 14:58
007D23020400008859,Taro ,2/4/2023 14:58
007D23020400008859,SODA GEMBIRA ,2/4/2023 14:58
007D23020400008860,Matcha latte ,2/4/2023 15:49
007D23020400008860,TAHU ,2/4/2023 15:49
007D23020400008861,KOPI ,2/4/2023 15:52
007D23020400008862,KOPI ,2/4/2023 16:49
007D23020400008862,KOPI ,2/4/2023 16:49
007D23020400008863,MILKSHAKE ,2/4/2023 17:34
007D23020400008863,JAHE ,2/4/2023 17:34
007D23020400008864,ROTI BAKAR ,2/4/2023 17:38
007D23020400008865,KOPI COKLAT (tanpa ampas) ,2/4/2023 19:31
007D23020400008865,KENTANG ,2/4/2023 19:31
007D23020400008866,KOPI ,2/4/2023 19:58
007D23020400008866,TEH ,2/4/2023 19:58
007D23020400008866,Milkshake Red Velvet ,2/4/2023 19:58
007D23020400008867,Ready Eat ,2/4/2023 20:06
007D23020400008867,JERUK ,2/4/2023 20:06
007D23020400008867,TEH ,2/4/2023 20:06
007D23020400008868,MIE AYAM PANGSIT GORENG ,2/4/2023 20:09
007D23020400008868,TEH ,2/4/2023 20:09
007D23020400008869,Milkshake Red Velvet ,2/4/2023 20:17
007D23020400008869,MILKSHAKE ,2/4/2023 20:17
007D23020400008869,Chocolate Malt ,2/4/2023 20:17
007D23020400008869,MIE AYAM POLOS ,2/4/2023 20:17
007D23020400008869,KENTANG ,2/4/2023 20:17
007D23020400008870,KOPI ,2/4/2023 20:25
007D23020400008871,ICI OCHA ,2/4/2023 20:28
007D23020400008872,KOPI ,2/4/2023 20:34
007D23020400008872,Milkshake Red Velvet ,2/4/2023 20:34
007D23020400008872,MILKSHAKE ,2/4/2023 20:34
007D23020400008872,KENTANG ,2/4/2023 20:34
007D23020400008872,TAHU ,2/4/2023 20:34
007D23020400008872,CIRENG ,2/4/2023 20:34
007D23020400008873,KOPI ,2/4/2023 20:35
007D23020400008873,SINGKONG KEJU ,2/4/2023 20:35
007D23020400008874,Ready Eat ,2/4/2023 20:42
007D23020400008874,TEH ,2/4/2023 20:42
007D23020400008874,MIX MAX EXOTIC BLUE,2/4/2023 20:42
007D23020400008875,MILKSHAKE ,2/4/2023 20:44
007D23020400008875,MIE AYAM POLOS ,2/4/2023 20:44
007D23020400008876,MIE AYAM POLOS ,2/4/2023 20:44
007D23020400008876,KOPI ,2/4/2023 20:44
007D23020400008877,KOPI ,2/4/2023 20:46
007D23020400008878,ROTI BAKAR ,2/4/2023 20:52
007D23020400008879,KOPI ,2/4/2023 20:59
007D23020400008879,KENTANG ,2/4/2023 20:59
007D23020400008879,KOPI ,2/4/2023 20:59
007D23020400008879,PISANG GORENG CRISPY ,2/4/2023 20:59
007D23020400008880,KOPI ,2/4/2023 20:59
007D23020400008881,KOPI ,2/4/2023 21:00
007D23020400008883,Milkshake Greentea ,2/4/2023 21:17
007D23020400008883,MILKSHAKE ,2/4/2023 21:17
007D23020400008883,KOPI ,2/4/2023 21:17
007D23020400008884,Milk Tea ,2/4/2023 21:23
007D23020400008884,Matcha latte ,2/4/2023 21:23
007D23020400008884,KENTANG ,2/4/2023 21:23
007D23020400008885,Ready Eat ,2/4/2023 21:25
007D23020400008885,Ready Eat ,2/4/2023 21:25
007D23020400008885,JAHE ,2/4/2023 21:25
007D23020400008885,Milkshake Greentea ,2/4/2023 21:25
007D23020400008886,Ready Eat ,2/4/2023 21:26
007D23020400008886,TEH ,2/4/2023 21:26
007D23020400008886,TEH ,2/4/2023 21:26
007D23020400008887,TEH ,2/4/2023 21:27
007D23020400008887,MIE AYAM PANGSIT GORENG ,2/4/2023 21:27
007D23020400008888,Milk Tea ,2/4/2023 21:29
007D23020400008888,KOPI ,2/4/2023 21:29
007D23020400008888,MIE AYAM PANGSIT GORENG ,2/4/2023 21:29
007D23020400008889,KOPI ,2/4/2023 21:30
007D23020400008889,KOPI COKLAT (tanpa ampas) ,2/4/2023 21:30
007D23020400008891,KENTANG ,2/4/2023 21:32
007D23020400008891,KOPI ,2/4/2023 21:32
007D23020400008892,SUSU SODA ,2/4/2023 21:34
007D23020400008892,KOPI ,2/4/2023 21:34
007D23020400008892,DANCOW PUTIH ,2/4/2023 21:34
007D23020400008893,MILKSHAKE ,2/4/2023 21:36
007D23020400008893,MILKSHAKE ,2/4/2023 21:36
007D23020400008893,KENTANG ,2/4/2023 21:36
007D23020400008894,KOPI ,2/4/2023 21:38
007D23020400008895,PISANG GORENG CRISPY ,2/4/2023 21:39
007D23020400008896,MILKSHAKE ,2/4/2023 21:48
007D23020400008896,MILKSHAKE ,2/4/2023 21:48
007D23020400008896,KOPI REMPAH ,2/4/2023 21:48
007D23020400008896,MILKSHAKE ,2/4/2023 21:48
007D23020400008896,SOSIS BAKAR ,2/4/2023 21:48
007D23020400008896,KENTANG ,2/4/2023 21:48
007D23020400008897,COFFE BEER RTD ,2/4/2023 21:49
007D23020400008897,SUSU COKLAT ,2/4/2023 21:49
007D23020400008898,KOPI ,2/4/2023 21:50
007D23020400008898,KOPI ,2/4/2023 21:50
007D23020400008898,SINGKONG KEJU ,2/4/2023 21:50
007D23020400008899,KOPI ,2/4/2023 22:03
007D23020400008899,New Thai Tea ,2/4/2023 22:03
007D23020400008899,ROTI BAKAR ,2/4/2023 22:03
007D23020400008900,KENTANG ,2/4/2023 22:05
007D23020400008900,Matcha latte ,2/4/2023 22:05
007D23020400008900,New Red Velvet ,2/4/2023 22:05
007D23020400008901,KOPI ,2/4/2023 22:16
007D23020400008902,MIYAGO PANGSIT MIX ,2/4/2023 22:25
007D23020400008902,ROTI BAKAR ,2/4/2023 22:25
007D23020400008902,PANGSIT GORENG ,2/4/2023 22:25
007D23020400008902,Ice Cream ,2/4/2023 22:25
007D23020400008902,KOPI ,2/4/2023 22:25
007D23020400008902,Chocolate Malt ,2/4/2023 22:25
007D23020400008902,SINGKONG KEJU ,2/4/2023 22:25
007D23020400008902,New Thai Tea ,2/4/2023 22:25
007D23020400008902,TEH ,2/4/2023 22:25
007D23020400008902,Bintang Redler Lemon ,2/4/2023 22:25
007D23020400008903,MILKSHAKE ,2/4/2023 22:26
007D23020400008903,KENTANG ,2/4/2023 22:26
007D23020400008904,KOPI ,2/4/2023 22:44
007D23020400008905,Matcha latte ,2/4/2023 23:30
007D23020400008905,Ice Cream Mix,2/4/2023 23:30
007D23020400008905,SOSIS BAKAR ,2/4/2023 23:30
007D23020400008906,KOPI ,2/4/2023 23:35
007D23020400008906,ROTI BAKAR ,2/4/2023 23:35
007D23020400008907,KOPI ,2/4/2023 23:36
007D23020400008908,KOPI ,2/4/2023 23:42
007D23020400008908,Taro ,2/4/2023 23:42
007D23020400008908,SODA GEMBIRA ,2/4/2023 23:42
007D23020400008908,PANGSIT GORENG ,2/4/2023 23:42
007D23020400008908,PISANG GORENG CRISPY ,2/4/2023 23:42
007D23020400008908,Bintang Redler Lemon ,2/4/2023 23:42
007D23020500008909,TEH ,2/5/2023 0:36
007D23020500008909,Ready Eat ,2/5/2023 0:36
007D23020500008909,KOPI ,2/5/2023 0:36
007D23020500008909,KOPI ,2/5/2023 0:36
007D23020500008910,JOSUA ,2/5/2023 1:21
007D23020500008911,New Thai Tea ,2/5/2023 1:36
007D23020500008911,SUSU COKLAT ,2/5/2023 1:36
007D23020500008911,TAHU ,2/5/2023 1:36
007D23020500008912,Matcha latte ,2/5/2023 2:14
007D23020500008912,ROTI BAKAR ,2/5/2023 2:14
007D23020500008912,NUGGET ,2/5/2023 2:14
007D23020500008912,CIRENG ,2/5/2023 2:14
007D23020500008912,Ready Eat ,2/5/2023 2:14
007D23020500008912,Ice Cream Mix,2/5/2023 2:14
007D23020500008913,SODA GEMBIRA ,2/5/2023 2:16
007D23020500008914,SODA GEMBIRA ,2/5/2023 2:39
007D23020500008915,ICI OCHA ,2/5/2023 3:44
007D23020500008916,KOPI ,2/5/2023 4:02
007D23020500008916,TEH ,2/5/2023 4:02
007D23020500008917,ROTI BAKAR ,2/5/2023 5:35
007D23020500008917,CIRENG ,2/5/2023 5:35
007D23020500008917,KOPI ,2/5/2023 5:35
007D23020500008918,JAHE ,2/5/2023 5:46
007D23020500008918,KOPI ,2/5/2023 5:46
007D23020500008918,PISANG GORENG CRISPY ,2/5/2023 5:46
007D23020500008919,KOPI ,2/5/2023 5:49
007D23020500008919,Milk Tea ,2/5/2023 5:49
007D23020500008919,TEH ,2/5/2023 5:49
007D23020500008919,PISANG GORENG CRISPY ,2/5/2023 5:49
007D23020500008919,KENTANG ,2/5/2023 5:49
007D23020500008919,ROTI BAKAR ,2/5/2023 5:49
007D23020500008920,KOPI ,2/5/2023 6:05
007D23020500008920,KOPI ,2/5/2023 6:05
007D23020500008920,KENTANG ,2/5/2023 6:05
007D23020500008920,TAHU ,2/5/2023 6:05
007D23020500008921,KOPI ,2/5/2023 6:11
007D23020500008921,KENTANG ,2/5/2023 6:11
007D23020500008922,KOPI ,2/5/2023 9:41
007D23020500008922,MILKSHAKE ,2/5/2023 9:41
007D23020500008923,KOPI ,2/5/2023 9:43
007D23020500008924,Ready Eat ,2/5/2023 9:57
007D23020500008924,KOPI ,2/5/2023 9:57
007D23020500008924,Lychee Tea ,2/5/2023 9:57
007D23020500008924,Ready Eat ,2/5/2023 9:57
007D23020500008925,KENTANG ,2/5/2023 10:16
007D23020500008926,KOPI ,2/5/2023 10:25
007D23020500008927,TAHU ,2/5/2023 12:41
007D23020500008927,COFFE BEER RTD ,2/5/2023 12:41
007D23020500008927,KOPI ,2/5/2023 12:41
007D23020500008927,Milk Tea ,2/5/2023 12:41
007D23020500008928,KOPI ,2/5/2023 12:47
007D23020500008929,SODA GEMBIRA ,2/5/2023 14:11
007D23020500008929,KOPI ,2/5/2023 14:11
007D23020500008931,TEH ,2/5/2023 14:41
007D23020500008931,KOPI ,2/5/2023 14:41
007D23020500008932,KOPI ,2/5/2023 14:44
007D23020500008932,KENTANG ,2/5/2023 14:44
007D23020500008933,17 ( cup ice ),2/5/2023 14:55
007D23020500008934,KOPI ,2/5/2023 16:20
007D23020500008934,KOPI ,2/5/2023 16:20
007D23020500008935,TEH ,2/5/2023 17:27
007D23020500008935,MIE AYAM POLOS ,2/5/2023 17:27
007D23020500008936,Coffe choco orange ,2/5/2023 17:28
007D23020500008937,DANCOW COKLAT ,2/5/2023 17:29
007D23020500008938,KOPI ,2/5/2023 19:20
007D23020500008939,KOPI ,2/5/2023 19:24
007D23020500008940,KOPI COKLAT (tanpa ampas) ,2/5/2023 19:37
007D23020500008940,DANCOW COKLAT ,2/5/2023 19:37
007D23020500008941,KOPI ,2/5/2023 19:45
007D23020500008942,KOPI COKLAT (tanpa ampas) ,2/5/2023 19:46
007D23020500008942,PISANG GORENG CRISPY ,2/5/2023 19:46
007D23020500008943,TEH ,2/5/2023 21:16
007D23020500008943,PISANG GORENG CRISPY ,2/5/2023 21:16
007D23020500008943,JAHE ,2/5/2023 21:16
007D23020500008944,JAHE ,2/5/2023 21:21
007D23020500008945,MIYAGO PANGSIT MIX ,2/5/2023 21:50
007D23020500008945,Bintang Redler Lemon ,2/5/2023 21:50
007D23020500008946,MILKSHAKE ,2/5/2023 22:24
007D23020500008946,Cappucino Latte ,2/5/2023 22:24
007D23020500008946,KENTANG ,2/5/2023 22:24
007D23020500008946,CIRENG ,2/5/2023 22:24
007D23020500008947,Ready Eat ,2/5/2023 22:31
007D23020500008947,Ready Eat ,2/5/2023 22:31
007D23020500008947,TEH ,2/5/2023 22:31
007D23020500008948,KOPI ,2/5/2023 22:58
007D23020600008949,JERUK ,2/6/2023 0:26
007D23020600008949,SINGKONG KEJU ,2/6/2023 0:26
007D23020600008950,Cappucino Latte ,2/6/2023 0:27
007D23020600008950,JERUK ,2/6/2023 0:27
007D23020600008950,KOPI ,2/6/2023 0:27
007D23020600008951,Matcha latte ,2/6/2023 1:43
007D23020600008952,KOPI ,2/6/2023 2:39
007D23020600008952,KOPI ,2/6/2023 2:39
007D23020600008952,Cappucino Latte ,2/6/2023 2:39
007D23020600008953,KOPI ,2/6/2023 7:20
007D23020600008954,KOPI ,2/6/2023 8:48
007D23020600008955,KOPI COKLAT (tanpa ampas) ,2/6/2023 9:08
007D23020600008956,TEH ,2/6/2023 9:28
007D23020600008957,KOPI ,2/6/2023 10:19
007D23020600008958,KOPI ,2/6/2023 10:22
007D23020600008959,Royal Chocolate ,2/6/2023 10:27
007D23020600008959,TAHU ,2/6/2023 10:27
007D23020600008960,KOPI ,2/6/2023 10:32
007D23020600008960,KOPI ,2/6/2023 10:32
007D23020600008960,KENTANG ,2/6/2023 10:32
007D23020600008961,ICI OCHA ,2/6/2023 10:33
007D23020600008962,KENTANG ,2/6/2023 10:42
007D23020600008963,KOPI ,2/6/2023 10:47
007D23020600008963,JOSUA ,2/6/2023 10:47
007D23020600008964,KOPI ,2/6/2023 11:05
007D23020600008965,TEH ,2/6/2023 12:26
007D23020600008966,JERUK ,2/6/2023 12:40
007D23020600008967,KOPI ,2/6/2023 13:05
