order no,item name,,order time,item group,qty
007D23050700013218,KOPI , SUSU ,5/7/2023 0:35,KLOTOK SERIES,1
007D23050700013220,SINGKONG KEJU ,,5/7/2023 0:38,SNACK,1
007D23050700013221,SINGKONG KEJU ,,5/7/2023 0:57,SNACK,1
007D23050700013221,CHIKI POTATO,,5/7/2023 0:57,SNACK,1
007D23050700013222,AIR MINERAL RON 88,,5/7/2023 1:07,BOTOL,2
007D23050700013222,TEH TAWAR ,,5/7/2023 1:07,MINUMAN,2
007D23050700013223,KOPI , SANTAN ,5/7/2023 1:16,KLOTOK SERIES,1
007D23050700013224,NASI GORENG ,,5/7/2023 1:25,MAKANAN,1
007D23050700013224,Matcha latte ,,5/7/2023 1:25,TROPICAL SERIES,1
007D23050700013225,KOPI MILO ,,5/7/2023 2:33,KLOTOK SERIES,1
007D23050700013226,SUSU COKLAT ,,5/7/2023 2:38,MINUMAN,1
007D23050700013227,KOPI , SANTAN ,5/7/2023 8:26,KLOTOK SERIES,1
007D23050700013227,TEH TAWAR ,,5/7/2023 8:26,MINUMAN,1
007D23050700013228,KOPI , TANPA AMPAS ,5/7/2023 8:55,KLOTOK SERIES,2
007D23050700013228,TEH TAWAR ,,5/7/2023 8:55,MINUMAN,1
007D23050700013229,KOPI ,,5/7/2023 9:11,KLOTOK SERIES,2
007D23050700013229,KOPI , SUSU ,5/7/2023 9:11,KLOTOK SERIES,1
007D23050700013229,AIR MINERAL RON 88,,5/7/2023 9:11,BOTOL,5
007D23050700013230,New Red Velvet ,,5/7/2023 11:13,TROPICAL SERIES,1
007D23050700013230,KOPI , SUSU ,5/7/2023 11:13,KLOTOK SERIES,1
007D23050700013230,SINGKONG KEJU ,,5/7/2023 11:13,SNACK,1
007D23050700013231,KOPI , COKLAT ,5/7/2023 11:48,KLOTOK SERIES,1
007D23050700013232,KOPI ,,5/7/2023 12:52,KLOTOK SERIES,2
007D23050700013232,TAHU , WALIK ,5/7/2023 12:52,SNACK,1
007D23050700013232,AIR MINERAL RON 88,,5/7/2023 12:52,BOTOL,2
007D23050700013233,KOPI ,,5/7/2023 13:10,KLOTOK SERIES,2
007D23050700013234,KOPI , SANTAN ,5/7/2023 15:06,KLOTOK SERIES,1
007D23050700013235,KOPI , SUSU ,5/7/2023 15:32,KLOTOK SERIES,1
007D23050700013236,KOPI , SUSU ,5/7/2023 15:34,KLOTOK SERIES,1
007D23050700013237,KOPI , SUSU ,5/7/2023 16:20,KLOTOK SERIES,1
007D23050700013237,KOPI , SANTAN ,5/7/2023 16:20,KLOTOK SERIES,1
007D23050700013237,SINGKONG KEJU ,,5/7/2023 16:20,SNACK,1
007D23050700013238,DANCOW COKLAT ,,5/7/2023 16:23,MINUMAN,1
007D23050700013238,SUSU SIRUP ,,5/7/2023 16:23,MINUMAN,1
007D23050700013238,PISANG GORENG CRISPY ,,5/7/2023 16:23,SNACK,1
007D23050700013238,TAHU , BAKSO ,5/7/2023 16:23,MAKANAN,1
007D23050700013239,CLASS MILD 12,,5/7/2023 16:44,ROKOK,1
007D23050700013240,KOPI ,,5/7/2023 16:46,KLOTOK SERIES,1
007D23050700013241,AIR MINERAL RON 88,,5/7/2023 16:49,BOTOL,1
007D23050700013242,KOPI , SUSU ,5/7/2023 16:53,KLOTOK SERIES,2
007D23050700013242,TEH TAWAR ,,5/7/2023 16:53,MINUMAN,2
007D23050700013242,SINGKONG KEJU ,,5/7/2023 16:53,SNACK,1
007D23050700013242,KOPI , SANTAN ,5/7/2023 16:53,KLOTOK SERIES,1
007D23050700013242,AIR MINERAL RON 88,,5/7/2023 16:53,BOTOL,1
007D23050700013242,TAHU , BAKSO ,5/7/2023 16:53,MAKANAN,1
007D23050700013243,KOPI ,,5/7/2023 17:26,KLOTOK SERIES,2
007D23050700013243,AIR MINERAL RON 88,,5/7/2023 17:26,BOTOL,2
007D23050700013243,PISANG GORENG CRISPY ,,5/7/2023 17:26,SNACK,1
007D23050700013244,AIR MINERAL RON 88,,5/7/2023 17:54,BOTOL,1
007D23050700013245,JAHE , SUSU ,5/7/2023 18:17,MINUMAN,1
007D23050700013245,KOPI , TANPA AMPAS ,5/7/2023 18:17,KLOTOK SERIES,2
007D23050700013245,AIR MINERAL RON 88,,5/7/2023 18:17,BOTOL,1
007D23050700013246,KOPI ,,5/7/2023 18:26,KLOTOK SERIES,3
007D23050700013246,Ice Cream ,,5/7/2023 18:26,ICE CREAM,2
007D23050700013247,Ice Cream ,,5/7/2023 18:33,ICE CREAM,1
007D23050700013248,KOPI , TANPA AMPAS ,5/7/2023 18:58,KLOTOK SERIES,1
007D23050700013248,TAHU , WALIK ,5/7/2023 18:58,SNACK,1
007D23050700013249,KOPI , SUSU ,5/7/2023 19:00,KLOTOK SERIES,3
007D23050700013249,SINGKONG KEJU ,,5/7/2023 19:00,SNACK,1
007D23050700013250,KOPI ,,5/7/2023 19:12,KLOTOK SERIES,1
007D23050700013251,Milk Tea ,,5/7/2023 19:34,TROPICAL SERIES,1
007D23050700013251,KOPI , TANPA AMPAS ,5/7/2023 19:34,KLOTOK SERIES,1
007D23050700013251,SINGKONG KEJU ,,5/7/2023 19:34,SNACK,1
007D23050700013252,KOPI ,,5/7/2023 20:14,KLOTOK SERIES,1
007D23050700013253,KOPI ,,5/7/2023 21:08,KLOTOK SERIES,1
007D23050700013254,KOPI ,,5/7/2023 21:29,KLOTOK SERIES,4
007D23050700013254,KOPI , TANPA AMPAS ,5/7/2023 21:29,KLOTOK SERIES,1
007D23050700013254,KOPI , SUSU ,5/7/2023 21:29,KLOTOK SERIES,3
007D23050700013254,KOPI , TANPA AMPAS ,5/7/2023 21:29,KLOTOK SERIES,1
007D23050700013254,TEH TAWAR ,,5/7/2023 21:29,MINUMAN,1
007D23050700013255,KOPI , TANPA AMPAS ,5/7/2023 21:51,KLOTOK SERIES,1
007D23050700013255,KOPI , SANTAN ,5/7/2023 21:51,KLOTOK SERIES,1
007D23050700013256,AIR MINERAL RON 88,,5/7/2023 21:52,BOTOL,1
007D23050700013257,KOPI , COKLAT ,5/7/2023 22:26,KLOTOK SERIES,2
007D23050700013258,TEH TAWAR ,,5/7/2023 22:33,MINUMAN,3
007D23050700013258,KOPI ,,5/7/2023 22:33,KLOTOK SERIES,1
007D23050700013259,TEH TAWAR ,,5/7/2023 23:11,MINUMAN,1
007D23050700013259,TEH TAWAR ,,5/7/2023 23:11,MINUMAN,1
007D23050700013259,KOPI ,,5/7/2023 23:11,KLOTOK SERIES,1
007D23050700013259,KENTANG ,,5/7/2023 23:11,SNACK,1
007D23050700013260,AIR MINERAL RON 88,,5/7/2023 23:14,BOTOL,1
007D23050700013261,TEH TAWAR ,,5/7/2023 23:44,MINUMAN,1
007D23050800013262,TEH TAWAR ,,5/8/2023 0:16,MINUMAN,1
007D23050800013263,JAHE , WANGI ,5/8/2023 0:44,MINUMAN,1
007D23050800013263,Ice Cream Mix,,5/8/2023 0:44,ICE CREAM,1
007D23050800013263,CIRENG ,,5/8/2023 0:44,SNACK,1
007D23050800013263,PISANG GORENG CRISPY ,,5/8/2023 0:44,SNACK,1
007D23050800013263,KOPI ,,5/8/2023 0:44,KLOTOK SERIES,1
007D23050800013264,New Lemon tea ,,5/8/2023 0:53,TROPICAL SERIES,1
007D23050800013264,TAHU , BAKSO ,5/8/2023 0:53,MAKANAN,1
007D23050800013265,CIRENG ,,5/8/2023 1:07,SNACK,1
007D23050800013267,TEH TAWAR ,,5/8/2023 7:25,MINUMAN,1
007D23050800013268,KOPI MILO ,,5/8/2023 8:19,KLOTOK SERIES,1
007D23050800013268,TAHU , BAKSO ,5/8/2023 8:19,MAKANAN,1
007D23050800013269,AIR MINERAL RON 88,,5/8/2023 9:05,BOTOL,1
007D23050800013271,KOPI ,,5/8/2023 10:26,KLOTOK SERIES,1
007D23050800013271,KENTANG ,,5/8/2023 10:26,SNACK,1
007D23050800013272,JOSUA ,,5/8/2023 11:18,MINUMAN,1
007D23050800013273,KOPI , TANPA AMPAS ,5/8/2023 11:41,KLOTOK SERIES,1
007D23050800013273,AIR MINERAL RON 88,,5/8/2023 11:41,BOTOL,1
007D23050800013273,CLASS MILD 12,,5/8/2023 11:41,ROKOK,1
007D23050800013274,Lychee Tea ,,5/8/2023 12:43,TROPICAL SERIES,1
007D23050800013274,TEH TAWAR ,,5/8/2023 12:43,MINUMAN,1
007D23050800013274,TAHU , WALIK ,5/8/2023 12:43,SNACK,1
007D23050800013275,KOPI , TANPA AMPAS ,5/8/2023 14:09,KLOTOK SERIES,1
007D23050800013275,JOSUA ,,5/8/2023 14:09,MINUMAN,1
007D23050800013276,AIR MINERAL RON 88,,5/8/2023 14:25,BOTOL,2
007D23050800013277,JOSUA ,,5/8/2023 14:29,MINUMAN,1
007D23050800013278,New Thai Tea ,,5/8/2023 14:35,TROPICAL SERIES,1
007D23050800013278,Cappucino Latte ,,5/8/2023 14:35,TROPICAL SERIES,1
007D23050800013279,KENTANG ,,5/8/2023 16:43,SNACK,1
007D23050800013279,TEH TAWAR ,,5/8/2023 16:43,MINUMAN,1
007D23050800013280,KOPI , TANPA AMPAS ,5/8/2023 17:10,KLOTOK SERIES,1
007D23050800013280,KOPI ,,5/8/2023 17:10,KLOTOK SERIES,1
007D23050800013281,KOPI COKLAT (tanpa ampas) ,,5/8/2023 17:21,KLOTOK SERIES,2
007D23050800013281,PISANG GORENG CRISPY ,,5/8/2023 17:21,SNACK,1
007D23050800013282,KOPI , TANPA AMPAS ,5/8/2023 17:23,KLOTOK SERIES,1
007D23050800013283,TEH TAWAR ,,5/8/2023 17:37,MINUMAN,2
007D23050800013283,ROTI BAKAR ,,5/8/2023 17:37,SNACK,1
007D23050800013283,KENTANG ,,5/8/2023 17:37,SNACK,1
007D23050800013284,KOPI , TANPA AMPAS ,5/8/2023 18:59,KLOTOK SERIES,1
007D23050800013284,SUSU SIRUP ,,5/8/2023 18:59,MINUMAN,1
007D23050800013285,SODA GEMBIRA ,,5/8/2023 19:23,MINUMAN,1
007D23050800013285,KOPI , COKLAT ,5/8/2023 19:23,KLOTOK SERIES,1
007D23050800013285,KENTANG ,,5/8/2023 19:23,SNACK,2
007D23050800013286,KOPI , TANPA AMPAS ,5/8/2023 19:48,KLOTOK SERIES,2
007D23050800013287,KOPI , SUSU ,5/8/2023 19:53,KLOTOK SERIES,1
007D23050800013287,KOPI , COKLAT ,5/8/2023 19:53,KLOTOK SERIES,1
007D23050800013287,SUSU PUTIH ,,5/8/2023 19:53,MINUMAN,1
007D23050800013287,SODA GEMBIRA ,,5/8/2023 19:53,MINUMAN,1
007D23050800013288,KOPI , TANPA AMPAS ,5/8/2023 19:59,KLOTOK SERIES,1
007D23050800013288,KOPI , COKLAT ,5/8/2023 19:59,KLOTOK SERIES,1
007D23050800013288,AIR MINERAL RON 88,,5/8/2023 19:59,BOTOL,1
007D23050800013289,KOPI ,,5/8/2023 20:20,KLOTOK SERIES,1
007D23050800013290,KOPI ,,5/8/2023 20:21,KLOTOK SERIES,1
007D23050800013291,KOPI , TANPA AMPAS ,5/8/2023 20:22,KLOTOK SERIES,1
007D23050800013292,KOPI , SUSU ,5/8/2023 20:23,KLOTOK SERIES,1
007D23050800013292,TEH TAWAR ,,5/8/2023 20:23,MINUMAN,1
007D23050800013292,New Red Velvet ,,5/8/2023 20:23,TROPICAL SERIES,1
007D23050800013292,Ice Cream Mix,,5/8/2023 20:23,ICE CREAM,1
007D23050800013292,New Thai Tea ,,5/8/2023 20:23,TROPICAL SERIES,1
007D23050800013292,AIR MINERAL RON 88,,5/8/2023 20:23,BOTOL,1
007D23050800013293,TEH TAWAR ,,5/8/2023 20:34,MINUMAN,1
007D23050800013293,SUSU PUTIH ,,5/8/2023 20:34,MINUMAN,1
007D23050800013294,KOPI , SUSU ,5/8/2023 20:40,KLOTOK SERIES,2
007D23050800013294,JAHE , SUSU ,5/8/2023 20:40,MINUMAN,1
007D23050800013295,KOPI ,,5/8/2023 20:44,KLOTOK SERIES,1
007D23050800013295,NASI GORENG ,,5/8/2023 20:44,MAKANAN,1
007D23050800013295,TEH TAWAR ,,5/8/2023 20:44,MINUMAN,1
007D23050800013295,TAHU , BAKSO ,5/8/2023 20:44,MAKANAN,1
007D23050800013296,Matcha latte ,,5/8/2023 20:47,TROPICAL SERIES,2
007D23050800013296,KOPI , SUSU ,5/8/2023 20:47,KLOTOK SERIES,1
007D23050800013297,New Red Velvet ,,5/8/2023 20:52,TROPICAL SERIES,1
007D23050800013297,Milk Tea ,,5/8/2023 20:52,TROPICAL SERIES,1
007D23050800013298,KOPI , TANPA AMPAS ,5/8/2023 20:56,KLOTOK SERIES,1
007D23050800013298,KOPI , SUSU ,5/8/2023 20:56,KLOTOK SERIES,1
007D23050800013299,Ice Cream ,,5/8/2023 21:01,ICE CREAM,1
007D23050800013300,TEH TAWAR ,,5/8/2023 21:28,MINUMAN,1
007D23050800013301,TEH TAWAR ,,5/8/2023 21:34,MINUMAN,1
007D23050800013301,KOPI ,,5/8/2023 21:34,KLOTOK SERIES,1
007D23050800013302,DANCOW COKLAT ,,5/8/2023 21:38,MINUMAN,1
007D23050800013302,KENTANG ,,5/8/2023 21:38,SNACK,1
007D23050800013303,AIR MINERAL RON 88,,5/8/2023 21:42,BOTOL,1
007D23050800013304,NASI GORENG ,,5/8/2023 21:53,MAKANAN,2
007D23050800013304,TEH TAWAR ,,5/8/2023 21:53,MINUMAN,1
007D23050800013304,AIR MINERAL RON 88,,5/8/2023 21:53,BOTOL,1
007D23050800013305,AIR MINERAL RON 88,,5/8/2023 22:19,BOTOL,1
007D23050800013306,TEH TAWAR ,,5/8/2023 22:51,MINUMAN,1
007D23050800013307,KOPI ,,5/8/2023 23:25,KLOTOK SERIES,1
007D23050800013307,KOPI , SUSU ,5/8/2023 23:25,KLOTOK SERIES,1
007D23050800013307,KOPI , COKLAT ,5/8/2023 23:25,KLOTOK SERIES,1
007D23050800013307,KENTANG ,,5/8/2023 23:25,SNACK,1
007D23050800013307,AIR MINERAL RON 88,,5/8/2023 23:25,BOTOL,1
007D23050800013308,JAHE , SUSU ,5/8/2023 23:28,MINUMAN,1
007D23050800013309,KOPI , COKLAT ,5/8/2023 23:40,KLOTOK SERIES,1
007D23050800013309,KOPI , SUSU ,5/8/2023 23:40,KLOTOK SERIES,1
007D23050800013309,PISANG GORENG CRISPY ,,5/8/2023 23:40,SNACK,1
007D23050800013309,SINGKONG KEJU ,,5/8/2023 23:40,SNACK,1
007D23050800013310,TEH TAWAR ,,5/8/2023 23:42,MINUMAN,1
007D23050800013310,TEH TAWAR ,,5/8/2023 23:42,MINUMAN,1
007D23050800013311,KOPI , TANPA AMPAS ,5/8/2023 23:47,KLOTOK SERIES,1
007D23050800013311,KENTANG ,,5/8/2023 23:47,SNACK,1
007D23050800013312,KOPI ,,5/8/2023 23:54,KLOTOK SERIES,1
007D23050800013312,SODA GEMBIRA ,,5/8/2023 23:54,MINUMAN,1
007D23050900013313,KOPI ,,5/9/2023 0:43,KLOTOK SERIES,2
007D23050900013313,AIR MINERAL RON 88,,5/9/2023 0:43,BOTOL,2
007D23050900013313,ROTI BAKAR ,,5/9/2023 0:43,SNACK,1
007D23050900013313,PISANG GORENG CRISPY ,,5/9/2023 0:43,SNACK,1
007D23050900013313,TEH TAWAR ,,5/9/2023 0:43,MINUMAN,1
007D23050900013313,SINGKONG KEJU ,,5/9/2023 0:43,SNACK,1
007D23050900013314,TEH TAWAR ,,5/9/2023 0:50,MINUMAN,2
007D23050900013314,New Red Velvet ,,5/9/2023 0:50,TROPICAL SERIES,1
007D23050900013314,62 ( noms snack 2000 ),,5/9/2023 0:50,SNACK,3
007D23050900013315,NASI GORENG ,,5/9/2023 0:56,MAKANAN,1
007D23050900013315,AIR MINERAL RON 88,,5/9/2023 0:56,BOTOL,5
007D23050900013316,TAHU , BAKSO ,5/9/2023 1:02,MAKANAN,1
007D23050900013317,KOPI , TANPA AMPAS ,5/9/2023 2:39,KLOTOK SERIES,1
007D23050900013318,KENTANG ,,5/9/2023 2:40,SNACK,1
007D23050900013319,KOPI COKLAT (tanpa ampas) ,,5/9/2023 2:43,KLOTOK SERIES,1
007D23050900013319,KOPI MILO ,,5/9/2023 2:43,KLOTOK SERIES,1
007D23050900013319,NUGGET ,,5/9/2023 2:43,SNACK,1
007D23050900013320,KOPI , TANPA AMPAS ,5/9/2023 7:13,KLOTOK SERIES,1
007D23050900013321,JAHE , WANGI ,5/9/2023 9:36,MINUMAN,1
007D23050900013321,AIR MINERAL RON 88,,5/9/2023 9:36,BOTOL,1
007D23050900013321,KOPI , TANPA AMPAS ,5/9/2023 9:36,KLOTOK SERIES,1
007D23050900013322,JAHE , SUSU ,5/9/2023 11:19,MINUMAN,1
007D23050900013322,KOPI , SUSU ,5/9/2023 11:19,KLOTOK SERIES,1
007D23050900013322,DANCOW COKLAT ,,5/9/2023 11:19,MINUMAN,1
007D23050900013323,AIR MINERAL RON 88,,5/9/2023 11:40,BOTOL,1
007D23050900013324,KOPI MILO ,,5/9/2023 12:01,KLOTOK SERIES,1
007D23050900013324,TEH TAWAR ,,5/9/2023 12:01,MINUMAN,1
007D23050900013324,ROTI BAKAR ,,5/9/2023 12:01,SNACK,1
007D23050900013324,AIR MINERAL RON 88,,5/9/2023 12:01,BOTOL,1
007D23050900013325,KOPI , COKLAT ,5/9/2023 12:46,KLOTOK SERIES,1
007D23050900013325,KOPI ,,5/9/2023 12:46,KLOTOK SERIES,1
007D23050900013325,PISANG GORENG CRISPY ,,5/9/2023 12:46,SNACK,1
007D23050900013325,SINGKONG KEJU ,,5/9/2023 12:46,SNACK,1
007D23050900013326,JAHE , WANGI ,5/9/2023 12:56,MINUMAN,1
007D23050900013326,TEH TAWAR ,,5/9/2023 12:56,MINUMAN,2
007D23050900013326,AIR MINERAL RON 88,,5/9/2023 12:56,BOTOL,2
007D23050900013326,KOPI , TANPA AMPAS ,5/9/2023 12:56,KLOTOK SERIES,1
007D23050900013327,AIR MINERAL RON 88,,5/9/2023 12:57,BOTOL,1
007D23050900013328,KOPI ,,5/9/2023 13:27,KLOTOK SERIES,1
007D23050900013328,KOPI , TANPA AMPAS ,5/9/2023 13:27,KLOTOK SERIES,1
007D23050900013328,AIR MINERAL RON 88,,5/9/2023 13:27,BOTOL,1
007D23050900013329,TEH TAWAR ,,5/9/2023 14:03,MINUMAN,1
007D23050900013329,SIRUP ,,5/9/2023 14:03,MINUMAN,1
007D23050900013329,KENTANG ,,5/9/2023 14:03,SNACK,1
007D23050900013330,SINGKONG KEJU ,,5/9/2023 14:27,SNACK,1
007D23050900013331,MIYAGO BAKSO SAPI ,,5/9/2023 14:56,MIE AYAM PAK WIRO,1
007D23050900013331,MIYAGO KOMPLIT PANGSIT GORENG ,,5/9/2023 14:56,MIE AYAM PAK WIRO,1
007D23050900013331,SODA GEMBIRA ,,5/9/2023 14:56,MINUMAN,1
007D23050900013331,KOPI COKLAT (tanpa ampas) ,,5/9/2023 14:56,KLOTOK SERIES,1
007D23050900013331,KENTANG ,,5/9/2023 14:56,SNACK,1
007D23050900013332,KOPI ,,5/9/2023 15:02,KLOTOK SERIES,1
007D23050900013332,PISANG GORENG CRISPY ,,5/9/2023 15:02,SNACK,1
007D23050900013333,KOPI , TANPA AMPAS ,5/9/2023 15:08,KLOTOK SERIES,1
007D23050900013333,JOSUA ,,5/9/2023 15:08,MINUMAN,1
007D23050900013334,KOPI ,,5/9/2023 16:01,KLOTOK SERIES,1
007D23050900013335,KOPI , SUSU ,5/9/2023 17:23,KLOTOK SERIES,1
007D23050900013336,KOPI , TANPA AMPAS ,5/9/2023 17:27,KLOTOK SERIES,1
007D23050900013336,Matcha latte ,,5/9/2023 17:27,TROPICAL SERIES,1
007D23050900013337,KOPI ,,5/9/2023 18:13,KLOTOK SERIES,2
007D23050900013337,MIE AYAM KOMPLIT PANGSIT GORENG ,,5/9/2023 18:13,MIE AYAM PAK WIRO,1
007D23050900013337,SINGKONG KEJU ,,5/9/2023 18:13,SNACK,1
007D23050900013338,KOPI ,,5/9/2023 18:34,KLOTOK SERIES,1
007D23050900013338,CHIKI POTATO,,5/9/2023 18:34,SNACK,1
007D23050900013338,62 ( noms snack 2000 ),,5/9/2023 18:34,SNACK,1
007D23050900013339,KOPI COKLAT (tanpa ampas) ,,5/9/2023 18:43,KLOTOK SERIES,1
007D23050900013339,New Lemon tea ,,5/9/2023 18:43,TROPICAL SERIES,1
007D23050900013339,KENTANG ,,5/9/2023 18:43,SNACK,1
007D23050900013340,KOPI , SUSU ,5/9/2023 18:52,KLOTOK SERIES,1
007D23050900013341,New Thai Tea ,,5/9/2023 18:52,TROPICAL SERIES,1
007D23050900013341,Lychee Tea ,,5/9/2023 18:52,TROPICAL SERIES,1
007D23050900013341,TEH TAWAR ,,5/9/2023 18:52,MINUMAN,1
007D23050900013341,PANGSIT GORENG ,,5/9/2023 18:52,SNACK,1
007D23050900013342,KOPI , SUSU ,5/9/2023 19:01,KLOTOK SERIES,1
007D23050900013343,AIR MINERAL RON 88,,5/9/2023 19:04,BOTOL,1
007D23050900013344,62 ( noms snack 2000 ),,5/9/2023 19:15,SNACK,2
007D23050900013344,CHIKI POTATO,,5/9/2023 19:15,SNACK,1
007D23050900013345,KOPI , TANPA AMPAS ,5/9/2023 20:20,KLOTOK SERIES,1
007D23050900013346,AIR MINERAL RON 88,,5/9/2023 20:31,BOTOL,1
007D23050900013347,KOPI ,,5/9/2023 20:44,KLOTOK SERIES,1
007D23050900013347,KOPI , SANTAN ,5/9/2023 20:44,KLOTOK SERIES,1
007D23050900013348,KOPI , TANPA AMPAS ,5/9/2023 21:01,KLOTOK SERIES,1
007D23050900013348,KOPI COKLAT (tanpa ampas) ,,5/9/2023 21:01,KLOTOK SERIES,1
007D23050900013348,TAHU , WALIK ,5/9/2023 21:01,SNACK,1
007D23050900013348,PANGSIT GORENG ,,5/9/2023 21:01,SNACK,1
007D23050900013349,KOPI , SANTAN ,5/9/2023 21:15,KLOTOK SERIES,1
007D23050900013350,Cappucino Latte ,,5/9/2023 21:17,TROPICAL SERIES,1
007D23050900013350,MIE AYAM POLOS ,,5/9/2023 21:17,MIE AYAM PAK WIRO,1
007D23050900013351,New Red Velvet ,,5/9/2023 21:46,TROPICAL SERIES,1
007D23050900013351,AIR MINERAL RON 88,,5/9/2023 21:46,BOTOL,1
007D23050900013352,MIYAGO POLOS ,,5/9/2023 22:04,MIE AYAM PAK WIRO,1
007D23050900013352,TEH TAWAR ,,5/9/2023 22:04,MINUMAN,1
007D23050900013353,KOPI ,,5/9/2023 22:04,KLOTOK SERIES,1
007D23050900013353,KOPI , TANPA AMPAS ,5/9/2023 22:04,KLOTOK SERIES,1
007D23050900013353,KOPI , TANPA AMPAS ,5/9/2023 22:04,KLOTOK SERIES,1
007D23050900013353,AIR MINERAL RON 88,,5/9/2023 22:04,BOTOL,1
007D23050900013354,AIR MINERAL RON 88,,5/9/2023 22:11,BOTOL,2
007D23050900013355,KOPI , TANPA AMPAS ,5/9/2023 22:32,KLOTOK SERIES,2
007D23050900013356,KOPI , SUSU ,5/9/2023 22:33,KLOTOK SERIES,1
007D23050900013357,KOPI ,,5/9/2023 22:39,KLOTOK SERIES,2
007D23050900013357,PISANG GORENG CRISPY ,,5/9/2023 22:39,SNACK,1
007D23050900013357,KOPI , SUSU ,5/9/2023 22:39,KLOTOK SERIES,1
007D23050900013358,KOPI , TANPA AMPAS ,5/9/2023 22:42,KLOTOK SERIES,1
007D23050900013358,KOPI , TANPA AMPAS ,5/9/2023 22:42,KLOTOK SERIES,1
007D23050900013361,KOPI , SUSU ,5/9/2023 23:05,KLOTOK SERIES,1
007D23050900013363,MIYAGO POLOS ,,5/9/2023 23:30,MIE AYAM PAK WIRO,3
007D23050900013363,KOPI , SANTAN ,5/9/2023 23:30,KLOTOK SERIES,2
007D23050900013363,KENTANG ,,5/9/2023 23:30,SNACK,1
007D23050900013363,JAHE , SUSU ,5/9/2023 23:30,MINUMAN,1
007D23050900013364,SINGKONG KEJU ,,5/9/2023 23:31,SNACK,1
007D23050900013364,TAHU , BAKSO ,5/9/2023 23:31,MAKANAN,1
007D23050900013365,KOPI ,,5/9/2023 23:33,KLOTOK SERIES,1
007D23050900013365,KOPI , SUSU ,5/9/2023 23:33,KLOTOK SERIES,1
007D23050900013365,KOPI COKLAT (tanpa ampas) ,,5/9/2023 23:33,KLOTOK SERIES,1
007D23050900013365,SUSU PUTIH ,,5/9/2023 23:33,MINUMAN,1
007D23050900013365,SOSIS BAKAR ,,5/9/2023 23:33,SNACK,1
007D23050900013365,CIRENG ,,5/9/2023 23:33,SNACK,1
007D23050900013365,SINGKONG KEJU ,,5/9/2023 23:33,SNACK,1
007D23050900013365,KOPI , TANPA AMPAS ,5/9/2023 23:33,KLOTOK SERIES,1
007D23050900013366,Matcha latte ,,5/9/2023 23:51,TROPICAL SERIES,1
007D23050900013366,KOPI , TANPA AMPAS ,5/9/2023 23:51,KLOTOK SERIES,1
007D23050900013366,TAHU , WALIK ,5/9/2023 23:51,SNACK,1
007D23051000013367,KOPI , SUSU ,5/10/2023 0:11,KLOTOK SERIES,1
007D23051000013367,SUSU SIRUP ,,5/10/2023 0:11,MINUMAN,1
007D23051000013367,CIRENG ,,5/10/2023 0:11,SNACK,1
007D23051000013368,KOPI ,,5/10/2023 0:34,KLOTOK SERIES,2
007D23051000013368,TEH TAWAR ,,5/10/2023 0:34,MINUMAN,1
007D23051000013368,CLASS MILD 12,,5/10/2023 0:34,ROKOK,1
007D23051000013370,KOPI ,,5/10/2023 1:12,KLOTOK SERIES,3
007D23051000013370,SINGKONG KEJU ,,5/10/2023 1:12,SNACK,1
007D23051000013370,MIYAGO BAKSO SAPI ,,5/10/2023 1:12,MIE AYAM PAK WIRO,2
007D23051000013370,AIR MINERAL RON 88,,5/10/2023 1:12,BOTOL,2
007D23051000013371,KOPI REMPAH ,,5/10/2023 1:13,KLOTOK SERIES,3
007D23051000013371,SINGKONG KEJU ,,5/10/2023 1:13,SNACK,1
007D23051000013371,KENTANG ,,5/10/2023 1:13,SNACK,1
007D23051000013372,62 ( noms snack 2000 ),,5/10/2023 1:15,SNACK,2
007D23051000013372,CHIKI POTATO,,5/10/2023 1:15,SNACK,1
007D23051000013373,KOPI , TANPA AMPAS ,5/10/2023 7:22,KLOTOK SERIES,1
007D23051000013375,SINGKONG KEJU ,,5/10/2023 8:01,SNACK,2
007D23051000013376,TEH TAWAR ,,5/10/2023 9:53,MINUMAN,2
007D23051000013377,AIR MINERAL RON 88,,5/10/2023 10:46,BOTOL,1
007D23051000013378,JAHE , WANGI ,5/10/2023 11:14,MINUMAN,1
007D23051000013379,TEH TAWAR ,,5/10/2023 11:38,MINUMAN,1
007D23051000013379,AIR MINERAL RON 88,,5/10/2023 11:38,BOTOL,1
007D23051000013380,SINGKONG KEJU ,,5/10/2023 11:44,SNACK,1
007D23051000013380,TEH TAWAR ,,5/10/2023 11:44,MINUMAN,1
007D23051000013381,KOPI ,,5/10/2023 12:07,KLOTOK SERIES,1
007D23051000013381,AIR MINERAL RON 88,,5/10/2023 12:07,BOTOL,2
007D23051000013381,Coffee Hazelnut ,,5/10/2023 12:07,TROPICAL SERIES,1
007D23051000013381,MIYAGO BAKSO SAPI ,,5/10/2023 12:07,MIE AYAM PAK WIRO,1
007D23051000013381,MIYAGO POLOS ,,5/10/2023 12:07,MIE AYAM PAK WIRO,1
007D23051000013381,62 ( noms snack 2000 ),,5/10/2023 12:07,SNACK,1
007D23051000013382,CLASS MILD 12,,5/10/2023 13:57,ROKOK,1
007D23051000013383,NASI GORENG ,,5/10/2023 15:41,MAKANAN,1
007D23051000013384,KOPI , TANPA AMPAS ,5/10/2023 15:46,KLOTOK SERIES,1
