order no,item name,,order time,item group,qty
007D23013000008662,KOPI ,,1/30/2023 20:02,KLOTOK SERIES,1
007D23013000008663,KENTANG ,,1/30/2023 20:05,SNACK,2
007D23013000008664,KOPI , TANPA AMPAS ,1/30/2023 20:25,KLOTOK SERIES,1
007D23013000008665,KOPI , SANTAN ,1/30/2023 21:04,KLOTOK SERIES,2
007D23013000008666,KOPI ,,1/30/2023 21:28,KLOTOK SERIES,1
007D23013000008666,MIYAGO KOMPLIT PANGSIT REBUS ,,1/30/2023 21:28,MIE AYAM PAK WIRO,2
007D23013000008666,SUSU SODA ,,1/30/2023 21:28,MINUMAN,1
007D23013000008666,KOPI , SUSU ,1/30/2023 21:28,KLOTOK SERIES,1
007D23013000008667,SINGKONG KEJU ,,1/30/2023 21:29,SNACK,1
007D23013000008667,AIR MINERAL RON 88,,1/30/2023 21:29,BOTOL,2
007D23013000008668,MIYAGO KOMPLIT PANGSIT GORENG ,,1/30/2023 21:47,MIE AYAM PAK WIRO,1
007D23013000008668,TEH ,,1/30/2023 21:47,MINUMAN,1
007D23013000008669,TEH ,,1/30/2023 21:48,MINUMAN,1
007D23013000008669,MIYAGO KOMPLIT PANGSIT GORENG ,,1/30/2023 21:48,MIE AYAM PAK WIRO,1
007D23013000008670,Coffee Hazelnut ,,1/30/2023 22:12,TROPICAL SERIES,1
007D23013000008671,KOPI ,,1/30/2023 22:24,KLOTOK SERIES,3
007D23013000008671,MIE AYAM PANGSIT GORENG ,,1/30/2023 22:24,MIE AYAM PAK WIRO,1
007D23013000008671,TAHU , WALIK ,1/30/2023 22:24,SNACK,1
007D23013000008672,AIR MINERAL RON 88,,1/30/2023 22:36,BOTOL,1
007D23013000008673,KOPI MILO ,,1/30/2023 22:50,KLOTOK SERIES,1
007D23013000008674,TEH ,,1/30/2023 22:50,MINUMAN,1
007D23013100008675,AIR MINERAL RON 88,,1/31/2023 0:04,BOTOL,1
007D23013100008676,KOPI , TANPA AMPAS ,1/31/2023 0:04,KLOTOK SERIES,1
007D23013100008677,New Lemon tea ,,1/31/2023 0:17,TROPICAL SERIES,1
007D23013100008677,ROTI BAKAR ,,1/31/2023 0:17,SNACK,1
007D23013100008677,AIR MINERAL RON 88,,1/31/2023 0:17,BOTOL,1
007D23013100008678,62 ( noms snack 2000 ),,1/31/2023 1:00,SNACK,3
007D23013100008679,KOPI , TANPA AMPAS ,1/31/2023 1:05,KLOTOK SERIES,1
007D23013100008679,MILKSHAKE , CHOCOLATE ,1/31/2023 1:05,MILKSHAKE,1
007D23013100008679,KOPI , SUSU ,1/31/2023 1:05,KLOTOK SERIES,1
007D23013100008679,Matcha latte ,,1/31/2023 1:05,TROPICAL SERIES,1
007D23013100008679,DANCOW PUTIH ,,1/31/2023 1:05,MINUMAN,1
007D23013100008679,MILKSHAKE , STRAWBERRY ,1/31/2023 1:05,MILKSHAKE,1
007D23013100008679,SODA GEMBIRA ,,1/31/2023 1:05,MINUMAN,2
007D23013100008679,SOSIS BAKAR ,,1/31/2023 1:05,SNACK,1
007D23013100008680,SUSU PUTIH ,,1/31/2023 1:17,MINUMAN,1
007D23013100008681,Bintang Pilsener Original ,,1/31/2023 2:54,MINUMAN,4
007D23013100008682,62 ( noms snack 2000 ),,1/31/2023 4:56,SNACK,1
007D23013100008683,KOPI , TANPA AMPAS ,1/31/2023 7:15,KLOTOK SERIES,1
007D23013100008683,CLASS MILD 12,,1/31/2023 7:15,ROKOK,1
007D23013100008684,KOPI , TANPA AMPAS ,1/31/2023 8:53,KLOTOK SERIES,2
007D23013100008684,KOPI , SUSU ,1/31/2023 8:53,KLOTOK SERIES,1
007D23013100008685,CLASS MILD 12,,1/31/2023 9:48,ROKOK,1
007D23013100008686,Aroma Mile 16,,1/31/2023 12:57,ROKOK,1
007D23013100008686,AIR MINERAL RON 88,,1/31/2023 12:57,BOTOL,1
007D23013100008687,KOPI ,,1/31/2023 12:58,KLOTOK SERIES,1
007D23013100008688,62 ( noms snack 2000 ),,1/31/2023 12:59,SNACK,1
007D23013100008689,MIE AYAM BAKSO SAPI ,,1/31/2023 13:48,MIE AYAM PAK WIRO,1
007D23013100008689,TEH ,,1/31/2023 13:48,MINUMAN,1
007D23013100008690,Ready Eat ,,1/31/2023 13:49,MAKANAN,1
007D23013100008690,TEH ,,1/31/2023 13:49,MINUMAN,1
007D23013100008691,MIYAGO KOMPLIT PANGSIT GORENG ,,1/31/2023 13:49,MIE AYAM PAK WIRO,1
007D23013100008691,TEH ,,1/31/2023 13:49,MINUMAN,1
007D23013100008692,MIYAGO PANGSIT REBUS ,,1/31/2023 13:50,MIE AYAM PAK WIRO,1
007D23013100008693,SUSU COKLAT ,,1/31/2023 13:51,MINUMAN,1
007D23013100008693,KOPI ,,1/31/2023 13:51,KLOTOK SERIES,1
007D23013100008693,KENTANG ,,1/31/2023 13:51,SNACK,1
007D23013100008694,JERUK ,,1/31/2023 14:16,MINUMAN,1
007D23013100008695,KOPI , SUSU ,1/31/2023 15:25,KLOTOK SERIES,1
007D23013100008695,KOPI COKLAT (tanpa ampas) ,,1/31/2023 15:25,KLOTOK SERIES,1
007D23013100008695,SUSU SODA ,,1/31/2023 15:25,MINUMAN,1
007D23013100008695,KOPI , COKLAT ,1/31/2023 15:25,KLOTOK SERIES,2
007D23013100008695,KOPI , TANPA AMPAS ,1/31/2023 15:25,KLOTOK SERIES,1
007D23013100008695,KENTANG ,,1/31/2023 15:25,SNACK,1
007D23013100008695,CIRENG ,,1/31/2023 15:25,SNACK,1
007D23013100008695,New Red Velvet ,,1/31/2023 15:25,TROPICAL SERIES,1
007D23013100008695,Bintang Redler Lemon ,,1/31/2023 15:25,MINUMAN,1
007D23013100008696,Ready Eat ,,1/31/2023 16:10,MAKANAN,2
007D23013100008696,TEH ,,1/31/2023 16:10,MINUMAN,1
007D23013100008696,Lychee Tea ,,1/31/2023 16:10,TROPICAL SERIES,1
007D23013100008697,CIRENG ,,1/31/2023 16:58,SNACK,1
007D23013100008697,KENTANG ,,1/31/2023 16:58,SNACK,1
007D23013100008697,TEH ,,1/31/2023 16:58,MINUMAN,2
007D23013100008698,Bintang Pilsener Original ,,1/31/2023 17:57,MINUMAN,1
007D23013100008699,Bintang Redler Lemon ,,1/31/2023 17:57,MINUMAN,1
007D23013100008700,ICI OCHA ,,1/31/2023 19:21,BOTOL,1
007D23013100008701,KOPI MILO ,,1/31/2023 19:46,KLOTOK SERIES,1
007D23013100008701,New Red Velvet ,,1/31/2023 19:46,TROPICAL SERIES,1
007D23013100008701,SINGKONG KEJU ,,1/31/2023 19:46,SNACK,1
007D23013100008701,MIYAGO POLOS ,,1/31/2023 19:46,MIE AYAM PAK WIRO,2
007D23013100008701,MIX MAX EXOTIC BLUE,,1/31/2023 19:46,BOTOL,1
007D23013100008701,JERUK ,,1/31/2023 19:46,MINUMAN,1
007D23013100008701,TAHU , WALIK ,1/31/2023 19:46,SNACK,1
007D23013100008701,DANCOW COKLAT ,,1/31/2023 19:46,MINUMAN,1
007D23013100008702,ICI OCHA ,,1/31/2023 20:25,BOTOL,1
007D23013100008703,KOPI ,,1/31/2023 20:29,KLOTOK SERIES,1
007D23013100008703,KENTANG ,,1/31/2023 20:29,SNACK,1
007D23013100008704,DANCOW COKLAT ,,1/31/2023 20:41,MINUMAN,1
007D23013100008705,KOPI , SUSU ,1/31/2023 21:04,KLOTOK SERIES,1
007D23013100008705,JAHE , SUSU ,1/31/2023 21:04,MINUMAN,1
007D23013100008707,KOPI ,,1/31/2023 21:31,KLOTOK SERIES,1
007D23013100008707,KOPI , SUSU ,1/31/2023 21:31,KLOTOK SERIES,1
007D23013100008707,JAHE , SUSU ,1/31/2023 21:31,MINUMAN,1
007D23013100008708,KOPI , SUSU ,1/31/2023 21:47,KLOTOK SERIES,1
007D23013100008708,KOPI , TANPA AMPAS ,1/31/2023 21:47,KLOTOK SERIES,2
007D23013100008709,KOPI ,,1/31/2023 21:49,KLOTOK SERIES,2
007D23013100008709,TEH ,,1/31/2023 21:49,MINUMAN,1
007D23013100008709,TEH ,,1/31/2023 21:49,MINUMAN,1
007D23013100008710,New Lemon tea ,,1/31/2023 21:53,TROPICAL SERIES,1
007D23013100008711,MILKSHAKE , CHOCOLATE ,1/31/2023 22:12,MILKSHAKE,1
007D23013100008712,CHIKI POTATO,,1/31/2023 22:20,SNACK,1
007D23013100008712,Bolu kukus,,1/31/2023 22:20,SNACK,1
007D23013100008713,KOPI , SUSU ,1/31/2023 23:41,KLOTOK SERIES,2
007D23020100008714,KOPI MILO ,,2/1/2023 0:37,KLOTOK SERIES,1
007D23020100008714,KOPI , SUSU ,2/1/2023 0:37,KLOTOK SERIES,1
007D23020100008714,KOPI , CREAMER ,2/1/2023 0:37,KLOTOK SERIES,1
007D23020100008714,TAHU , WALIK ,2/1/2023 0:37,SNACK,1
007D23020100008715,KOPI , SANTAN ,2/1/2023 1:28,KLOTOK SERIES,1
007D23020100008716,KOPI , COKLAT ,2/1/2023 1:33,KLOTOK SERIES,1
007D23020100008717,KOPI ,,2/1/2023 1:48,KLOTOK SERIES,1
007D23020100008718,KOPI , SUSU ,2/1/2023 9:29,KLOTOK SERIES,1
007D23020100008718,KOPI , TANPA AMPAS ,2/1/2023 9:29,KLOTOK SERIES,1
007D23020100008719,KOPI , TANPA AMPAS ,2/1/2023 9:50,KLOTOK SERIES,1
007D23020100008719,Coffe choco orange ,,2/1/2023 9:50,MINUMAN,1
007D23020100008720,KOPI , SANTAN ,2/1/2023 11:00,KLOTOK SERIES,1
007D23020100008721,KOPI ,,2/1/2023 13:40,KLOTOK SERIES,1
007D23020100008722,KOPI , SUSU ,2/1/2023 15:09,KLOTOK SERIES,4
007D23020100008722,PISANG GORENG CRISPY ,,2/1/2023 15:09,SNACK,1
007D23020100008722,SINGKONG KEJU ,,2/1/2023 15:09,SNACK,1
007D23020100008723,62 ( noms snack 2000 ),,2/1/2023 16:57,SNACK,2
007D23020100008724,Aroma Mile 16,,2/1/2023 17:03,ROKOK,1
007D23020100008724,KOPI ,,2/1/2023 17:03,KLOTOK SERIES,1
007D23020100008725,KOPI , TANPA AMPAS ,2/1/2023 17:22,KLOTOK SERIES,1
007D23020100008725,KOPI ,,2/1/2023 17:22,KLOTOK SERIES,1
007D23020100008725,JERUK ,,2/1/2023 17:22,MINUMAN,1
007D23020100008725,KENTANG ,,2/1/2023 17:22,SNACK,2
007D23020100008725,Chocolate Malt ,,2/1/2023 17:22,TROPICAL SERIES,1
007D23020100008725,PANGSIT GORENG ,,2/1/2023 17:22,SNACK,1
007D23020100008725,SINGKONG KEJU ,,2/1/2023 17:22,SNACK,1
007D23020100008726,Bintang Pilsener Original ,,2/1/2023 17:27,MINUMAN,1
007D23020100008726,MILKSHAKE , VANILA ,2/1/2023 17:27,MILKSHAKE,1
007D23020100008726,SINGKONG KEJU ,,2/1/2023 17:27,SNACK,1
007D23020100008726,KOPI , SUSU ,2/1/2023 17:27,KLOTOK SERIES,2
007D23020100008728,KOPI ,,2/1/2023 17:44,KLOTOK SERIES,1
007D23020100008729,KOPI , SUSU ,2/1/2023 17:45,KLOTOK SERIES,1
007D23020100008730,KOPI , SUSU ,2/1/2023 17:46,KLOTOK SERIES,1
007D23020100008730,MILKSHAKE , CHOCOLATE ,2/1/2023 17:46,MILKSHAKE,1
007D23020100008731,KOPI , TANPA AMPAS ,2/1/2023 17:49,KLOTOK SERIES,1
007D23020100008731,SINGKONG KEJU ,,2/1/2023 17:49,SNACK,1
007D23020100008732,KOPI , COKLAT ,2/1/2023 17:50,KLOTOK SERIES,1
007D23020100008733,MILKSHAKE , CHOCOLATE ,2/1/2023 17:51,MILKSHAKE,1
007D23020100008734,KOPI , SUSU ,2/1/2023 17:52,KLOTOK SERIES,1
007D23020100008735,Lychee Tea ,,2/1/2023 17:56,TROPICAL SERIES,1
007D23020100008736,KOPI MILO ,,2/1/2023 18:06,KLOTOK SERIES,1
007D23020100008737,KOPI COKLAT (tanpa ampas) ,,2/1/2023 18:08,KLOTOK SERIES,1
007D23020100008738,KOPI , SUSU ,2/1/2023 18:22,KLOTOK SERIES,1
007D23020100008739,KOPI , SUSU ,2/1/2023 18:45,KLOTOK SERIES,1
007D23020100008740,KOPI MILO ,,2/1/2023 18:55,KLOTOK SERIES,1
007D23020100008740,DANCOW PUTIH ,,2/1/2023 18:55,MINUMAN,1
007D23020100008741,KOPI ,,2/1/2023 18:59,KLOTOK SERIES,1
007D23020100008741,KENTANG ,,2/1/2023 18:59,SNACK,1
007D23020100008741,CIRENG ,,2/1/2023 18:59,SNACK,1
007D23020100008742,KOPI REMPAH ,,2/1/2023 19:02,KLOTOK SERIES,2
007D23020100008742,TAHU , BAKSO ,2/1/2023 19:02,MAKANAN,1
007D23020100008743,TAHU , BAKSO ,2/1/2023 19:16,MAKANAN,1
007D23020100008744,KOPI , SUSU ,2/1/2023 19:31,KLOTOK SERIES,2
007D23020100008744,KENTANG ,,2/1/2023 19:31,SNACK,1
007D23020100008744,CIRENG ,,2/1/2023 19:31,SNACK,1
007D23020100008745,Lychee Tea ,,2/1/2023 19:33,TROPICAL SERIES,1
007D23020100008745,ROTI BAKAR ,,2/1/2023 19:33,SNACK,1
007D23020100008746,KOPI ,,2/1/2023 19:55,KLOTOK SERIES,1
007D23020100008746,TEH ,,2/1/2023 19:55,MINUMAN,1
007D23020100008746,NASI GORENG ,,2/1/2023 19:55,MAKANAN,1
007D23020100008746,Ready Eat ,,2/1/2023 19:55,MAKANAN,1
007D23020100008746,SOSIS BAKAR ,,2/1/2023 19:55,SNACK,1
007D23020100008747,KOPI , TANPA AMPAS ,2/1/2023 20:18,KLOTOK SERIES,1
007D23020100008748,NASI GORENG ,,2/1/2023 20:45,MAKANAN,2
007D23020100008748,JERUK ,,2/1/2023 20:45,MINUMAN,2
007D23020100008748,PANGSIT GORENG ,,2/1/2023 20:45,SNACK,1
007D23020100008749,KOPI ,,2/1/2023 20:49,KLOTOK SERIES,1
007D23020100008750,Ice Cream Mix,,2/1/2023 20:50,ICE CREAM,1
007D23020100008751,COFFE BEER RTD ,,2/1/2023 20:55,MINUMAN,2
007D23020100008752,Bintang Redler Lemon ,,2/1/2023 21:04,MINUMAN,2
007D23020100008752,TEH ,,2/1/2023 21:04,MINUMAN,1
007D23020100008752,SUSU COKLAT ,,2/1/2023 21:04,MINUMAN,1
007D23020100008753,KOPI ,,2/1/2023 21:26,KLOTOK SERIES,1
007D23020100008753,MILKSHAKE , STRAWBERRY ,2/1/2023 21:26,MILKSHAKE,1
007D23020100008754,Bolu kukus,,2/1/2023 21:31,SNACK,2
007D23020100008755,PISANG GORENG CRISPY ,,2/1/2023 21:42,SNACK,1
007D23020100008757,Bolu kukus,,2/1/2023 23:13,SNACK,2
007D23020100008758,KOPI , SUSU ,2/1/2023 23:16,KLOTOK SERIES,2
007D23020100008759,KOPI , SUSU ,2/1/2023 23:16,KLOTOK SERIES,1
007D23020100008760,KOPI , TANPA AMPAS ,2/1/2023 23:18,KLOTOK SERIES,1
007D23020100008760,KOPI , SUSU ,2/1/2023 23:18,KLOTOK SERIES,1
007D23020100008761,MILKSHAKE , VANILA ,2/1/2023 23:24,MILKSHAKE,1
007D23020100008761,KOPI , TANPA AMPAS ,2/1/2023 23:24,KLOTOK SERIES,1
007D23020100008761,PISANG GORENG CRISPY ,,2/1/2023 23:24,SNACK,1
007D23020100008762,KOPI , SUSU ,2/1/2023 23:27,KLOTOK SERIES,1
007D23020100008763,17 ( cup ice ),,2/1/2023 23:49,PEMBUNGKUS,3
007D23020200008764,New Thai Tea ,,2/2/2023 0:33,TROPICAL SERIES,1
007D23020200008764,Milk Tea ,,2/2/2023 0:33,TROPICAL SERIES,1
007D23020200008764,TAHU , BAKSO ,2/2/2023 0:33,MAKANAN,1
007D23020200008764,KENTANG ,,2/2/2023 0:33,SNACK,1
007D23020200008764,NUGGET ,,2/2/2023 0:33,SNACK,1
007D23020200008764,Bolu kukus,,2/2/2023 0:33,SNACK,2
007D23020200008765,KOPI ,,2/2/2023 0:35,KLOTOK SERIES,1
007D23020200008765,KENTANG ,,2/2/2023 0:35,SNACK,1
007D23020200008766,SODA GEMBIRA ,,2/2/2023 1:17,MINUMAN,1
007D23020200008766,TEH ,,2/2/2023 1:17,MINUMAN,1
007D23020200008766,CIRENG ,,2/2/2023 1:17,SNACK,1
007D23020200008767,New Red Velvet ,,2/2/2023 4:01,TROPICAL SERIES,1
007D23020200008767,Royal Chocolate ,,2/2/2023 4:01,TROPICAL SERIES,1
007D23020200008768,KOPI , TANPA AMPAS ,2/2/2023 7:10,KLOTOK SERIES,1
007D23020200008769,KOPI , TANPA AMPAS ,2/2/2023 8:21,KLOTOK SERIES,1
007D23020200008770,KOPI , SUSU ,2/2/2023 8:55,KLOTOK SERIES,1
007D23020200008771,Milkshake Red Velvet ,,2/2/2023 9:53,MILKSHAKE,1
007D23020200008771,KOPI , TANPA AMPAS ,2/2/2023 9:53,KLOTOK SERIES,1
007D23020200008771,TEH ,,2/2/2023 9:53,MINUMAN,1
007D23020200008772,AROMA BOLD 12,,2/2/2023 10:38,ROKOK,1
007D23020200008773,KOPI , TANPA AMPAS ,2/2/2023 11:30,KLOTOK SERIES,1
007D23020200008774,KOPI , SUSU ,2/2/2023 11:44,KLOTOK SERIES,1
007D23020200008775,KOPI ,,2/2/2023 11:55,KLOTOK SERIES,1
007D23020200008775,KENTANG ,,2/2/2023 11:55,SNACK,1
007D23020200008776,KOPI HITAM ,,2/2/2023 12:40,KLOTOK SERIES,1
007D23020200008777,KOPI HITAM ,,2/2/2023 12:56,KLOTOK SERIES,1
007D23020200008777,KOPI ,,2/2/2023 12:56,KLOTOK SERIES,1
007D23020200008778,SODA GEMBIRA ,,2/2/2023 13:10,MINUMAN,1
007D23020200008778,SUSU COKLAT ,,2/2/2023 13:10,MINUMAN,1
007D23020200008779,CHIKI POTATO,,2/2/2023 13:27,SNACK,1
007D23020200008779,KOPI HITAM ,,2/2/2023 13:27,KLOTOK SERIES,1
007D23020200008780,JOSUA ,,2/2/2023 13:31,MINUMAN,1
007D23020200008780,SODA GEMBIRA ,,2/2/2023 13:31,MINUMAN,1
007D23020200008781,KOPI , SUSU ,2/2/2023 14:04,KLOTOK SERIES,1
007D23020200008781,MILKSHAKE , CHOCOLATE ,2/2/2023 14:04,MILKSHAKE,1
007D23020200008781,CIRENG ,,2/2/2023 14:04,SNACK,1
007D23020200008781,SOSIS BAKAR ,,2/2/2023 14:04,SNACK,1
007D23020200008782,PISANG GORENG CRISPY ,,2/2/2023 14:24,SNACK,1
007D23020200008782,TEH ,,2/2/2023 14:24,MINUMAN,1
007D23020200008783,TAHU , BAKSO ,2/2/2023 14:30,MAKANAN,2
007D23020200008783,KENTANG ,,2/2/2023 14:30,SNACK,1
007D23020200008784,KOPI ,,2/2/2023 16:40,KLOTOK SERIES,1
007D23020200008784,KOPI , SUSU ,2/2/2023 16:40,KLOTOK SERIES,1
007D23020200008785,Ready Eat ,,2/2/2023 17:40,MAKANAN,1
007D23020200008785,Ready Eat ,,2/2/2023 17:40,MAKANAN,1
007D23020200008785,TEH ,,2/2/2023 17:40,MINUMAN,2
007D23020200008786,MILKSHAKE , STRAWBERRY ,2/2/2023 19:30,MILKSHAKE,2
007D23020200008786,Milkshake Greentea ,,2/2/2023 19:30,MILKSHAKE,1
007D23020200008786,Coffee Hazelnut ,,2/2/2023 19:30,TROPICAL SERIES,1
007D23020200008786,SINGKONG KEJU ,,2/2/2023 19:30,SNACK,1
007D23020200008787,KOPI ,,2/2/2023 20:05,KLOTOK SERIES,1
007D23020200008787,Milkshake Red Velvet ,,2/2/2023 20:05,MILKSHAKE,1
007D23020200008788,KOPI ,,2/2/2023 20:26,KLOTOK SERIES,2
007D23020200008788,KENTANG ,,2/2/2023 20:26,SNACK,1
007D23020200008789,Coffee Hazelnut ,,2/2/2023 20:33,TROPICAL SERIES,1
007D23020200008789,MIX MAX EXOTIC BLUE,,2/2/2023 20:33,BOTOL,1
007D23020200008789,MIX MAX ANGGUR MERAH,,2/2/2023 20:33,BOTOL,1
007D23020200008790,CLASS MILD 12,,2/2/2023 21:12,ROKOK,1
007D23020200008791,COFFE BEER RTD ,,2/2/2023 21:19,MINUMAN,1
007D23020200008791,MIX MAX EXOTIC BLUE,,2/2/2023 21:19,BOTOL,1
007D23020200008792,TEH ,,2/2/2023 21:57,MINUMAN,1
007D23020200008792,MIX MAX EXOTIC BLUE,,2/2/2023 21:57,BOTOL,1
007D23020200008793,KOPI , TANPA AMPAS ,2/2/2023 21:59,KLOTOK SERIES,1
007D23020200008793,MIX MAX EXOTIC BLUE,,2/2/2023 21:59,BOTOL,1
007D23020200008794,KOPI , TANPA AMPAS ,2/2/2023 21:59,KLOTOK SERIES,1
007D23020200008795,KOPI , TANPA AMPAS ,2/2/2023 22:01,KLOTOK SERIES,1
007D23020200008795,KOPI ,,2/2/2023 22:01,KLOTOK SERIES,1
007D23020200008795,SUSU COKLAT ,,2/2/2023 22:01,MINUMAN,1
007D23020200008796,Bintang Redler Lemon ,,2/2/2023 22:02,MINUMAN,1
007D23020200008796,MIX MAX ANGGUR MERAH,,2/2/2023 22:02,BOTOL,1
007D23020200008797,MIX MAX ANGGUR MERAH,,2/2/2023 22:28,BOTOL,1
007D23020200008798,Aroma Mile 16,,2/2/2023 23:34,ROKOK,1
007D23020300008799,KOPI , SUSU ,2/3/2023 3:55,KLOTOK SERIES,1
007D23020300008800,CLASS MILD 12,,2/3/2023 3:57,ROKOK,1
007D23020300008801,NASI GORENG ,,2/3/2023 7:43,MAKANAN,1
007D23020300008801,KOPI , TANPA AMPAS ,2/3/2023 7:43,KLOTOK SERIES,1
007D23020300008802,KOPI ,,2/3/2023 8:49,KLOTOK SERIES,1
007D23020300008804,KOPI , TANPA AMPAS ,2/3/2023 10:37,KLOTOK SERIES,1
007D23020300008805,KOPI , SUSU ,2/3/2023 11:17,KLOTOK SERIES,1
007D23020300008806,KOPI , SUSU ,2/3/2023 11:24,KLOTOK SERIES,1
007D23020300008807,KOPI COKLAT (tanpa ampas) ,,2/3/2023 11:32,KLOTOK SERIES,1
007D23020300008808,MIE AYAM POLOS ,,2/3/2023 11:40,MIE AYAM PAK WIRO,1
007D23020300008809,JERUK ,,2/3/2023 11:53,MINUMAN,1
007D23020300008809,KOPI , COKLAT ,2/3/2023 11:53,KLOTOK SERIES,1
007D23020300008809,PISANG GORENG CRISPY ,,2/3/2023 11:53,SNACK,1
007D23020300008809,KENTANG ,,2/3/2023 11:53,SNACK,1
007D23020300008809,ICI OCHA ,,2/3/2023 11:53,BOTOL,1
007D23020300008810,TEH ,,2/3/2023 13:47,MINUMAN,1
007D23020300008811,JAHE , SUSU ,2/3/2023 15:13,MINUMAN,1
007D23020300008811,PISANG GORENG CRISPY ,,2/3/2023 15:13,SNACK,1
007D23020300008812,KOPI , SUSU ,2/3/2023 15:39,KLOTOK SERIES,1
007D23020300008812,KOPI , TANPA AMPAS ,2/3/2023 15:39,KLOTOK SERIES,1
007D23020300008813,KOPI , TANPA AMPAS ,2/3/2023 16:04,KLOTOK SERIES,1
007D23020300008814,DANCOW COKLAT ,,2/3/2023 16:05,MINUMAN,1
007D23020300008815,KOPI , TANPA AMPAS ,2/3/2023 16:18,KLOTOK SERIES,1
007D23020300008815,MIYAGO PANGSIT MIX ,,2/3/2023 16:18,MIE AYAM PAK WIRO,1
007D23020300008815,KOPI , TANPA AMPAS ,2/3/2023 16:18,KLOTOK SERIES,1
007D23020300008815,MIE AYAM POLOS ,,2/3/2023 16:18,MIE AYAM PAK WIRO,1
007D23020300008815,KOPI MILO ,,2/3/2023 16:18,KLOTOK SERIES,1
007D23020300008816,KOPI , TANPA AMPAS ,2/3/2023 16:41,KLOTOK SERIES,2
007D23020300008817,MIE AYAM KOMPLIT PANGSIT GORENG ,,2/3/2023 17:05,MIE AYAM PAK WIRO,1
007D23020300008817,MIYAGO KOMPLIT PANGSIT GORENG ,,2/3/2023 17:05,MIE AYAM PAK WIRO,1
007D23020300008818,KOPI , TANPA AMPAS ,2/3/2023 18:28,KLOTOK SERIES,1
007D23020300008819,MILKSHAKE , CHOCOLATE ,2/3/2023 18:30,MILKSHAKE,1
007D23020300008819,KENTANG ,,2/3/2023 18:30,SNACK,1
007D23020300008821,TAHU , WALIK ,2/3/2023 18:38,SNACK,1
007D23020300008821,CIRENG ,,2/3/2023 18:38,SNACK,1
007D23020300008822,KOPI , SUSU ,2/3/2023 18:41,KLOTOK SERIES,2
007D23020300008822,Milkshake Greentea ,,2/3/2023 18:41,MILKSHAKE,1
007D23020300008822,KOPI MILO ,,2/3/2023 18:41,KLOTOK SERIES,1
007D23020300008823,KOPI , TANPA AMPAS ,2/3/2023 18:43,KLOTOK SERIES,1
007D23020300008824,COFFE BEER RTD ,,2/3/2023 18:47,MINUMAN,1
007D23020300008824,KOPI , TANPA AMPAS ,2/3/2023 18:47,KLOTOK SERIES,4
007D23020300008824,KOPI , TANPA AMPAS ,2/3/2023 18:47,KLOTOK SERIES,2
007D23020300008824,KOPI , SANTAN ,2/3/2023 18:47,KLOTOK SERIES,1
007D23020300008827,KOPI , TANPA AMPAS ,2/3/2023 19:04,KLOTOK SERIES,1
007D23020300008827,KOPI , SUSU ,2/3/2023 19:04,KLOTOK SERIES,1
007D23020300008828,MILKSHAKE , STRAWBERRY ,2/3/2023 19:05,MILKSHAKE,1
007D23020300008829,KOPI ,,2/3/2023 19:08,KLOTOK SERIES,1
007D23020300008829,SODA GEMBIRA ,,2/3/2023 19:08,MINUMAN,1
007D23020300008829,CIRENG ,,2/3/2023 19:08,SNACK,1
007D23020300008829,KENTANG ,,2/3/2023 19:08,SNACK,1
007D23020300008830,KOPI , SANTAN ,2/3/2023 20:12,KLOTOK SERIES,1
007D23020300008830,Milkshake Red Velvet ,,2/3/2023 20:12,MILKSHAKE,1
007D23020300008831,KOPI ,,2/3/2023 20:25,KLOTOK SERIES,3
007D23020300008831,KOPI , SUSU ,2/3/2023 20:25,KLOTOK SERIES,1
007D23020300008831,SINGKONG KEJU ,,2/3/2023 20:25,SNACK,1
007D23020300008831,PISANG GORENG CRISPY ,,2/3/2023 20:25,SNACK,1
007D23020300008833,KOPI ,,2/3/2023 20:41,KLOTOK SERIES,1
007D23020300008833,KOPI , TANPA AMPAS ,2/3/2023 20:41,KLOTOK SERIES,1
007D23020300008833,Milkshake Red Velvet ,,2/3/2023 20:41,MILKSHAKE,1
007D23020300008834,KOPI , SUSU ,2/3/2023 21:02,KLOTOK SERIES,1
007D23020300008835,KOPI , TANPA AMPAS ,2/3/2023 21:14,KLOTOK SERIES,1
007D23020300008835,Ready Eat ,,2/3/2023 21:14,MAKANAN,1
007D23020300008835,Ready Eat ,,2/3/2023 21:14,MAKANAN,1
007D23020300008835,TEH ,,2/3/2023 21:14,MINUMAN,1
007D23020300008835,ICI OCHA ,,2/3/2023 21:14,BOTOL,1
007D23020300008836,KOPI , SUSU ,2/3/2023 21:24,KLOTOK SERIES,1
007D23020300008837,COFFE BEER RTD ,,2/3/2023 21:25,MINUMAN,1
007D23020300008838,KOPI , TANPA AMPAS ,2/3/2023 21:26,KLOTOK SERIES,1
007D23020300008839,JAHE , SUSU ,2/3/2023 21:37,MINUMAN,1
007D23020300008840,KOPI , COKLAT ,2/3/2023 21:54,KLOTOK SERIES,1
007D23020300008840,KENTANG ,,2/3/2023 21:54,SNACK,1
007D23020300008841,KOPI MILO ,,2/3/2023 21:58,KLOTOK SERIES,1
007D23020300008841,KENTANG ,,2/3/2023 21:58,SNACK,1
007D23020300008842,KOPI , TANPA AMPAS ,2/3/2023 22:29,KLOTOK SERIES,1
007D23020300008842,New Thai Tea ,,2/3/2023 22:29,TROPICAL SERIES,1
